# English -> Spanish dictionary for LinguaSwap.
#
# Ordering is real corpus frequency, not a hand-guessed list: the English side
# is the top of the OpenSubtitles 2018 English frequency list
# (github.com/hermitdave/FrequencyWords), reduced to one entry per lemma using
# the extension's own lemmatizer, so "is", "are" and "was" arrive as a single
# "be" entry that every form on a page can reach.
#
# Also removed: contraction fragments left behind when apostrophes are stripped
# ("don", "didn"), transcription fillers ("uh", "hmm"), proper nouns, and six
# profanities that are genuinely frequent in subtitles but a surprising default
# to swap into someone's web pages.
#
# The file ends with a phrase section (Phase 3). Those entries are multi-word,
# and `token_count` is derived from them on import, which is what tells the
# extension how far to walk its n-gram pass.
#
# Their ranks are the one hand-placed thing in this file. The corpus list is
# unigrams, so it cannot say where "of course" belongs among single words; the
# ranks below are an estimate of where these phrases would fall if it could,
# and they are interleaved with the words rather than appended after them so a
# learner actually reaches a phrase before exhausting 494 single words. Replace
# them the day a bigram frequency list is wired into build_dictionary.py.
#
# Columns: original_word <TAB> target_translation <TAB> frequency_rank
# Import with: mix linguaswap.import_words priv/data/en-es.tsv
night	noche	141
put	poner	142
great	genial	143
those	esos	144
last	último	145
everything	todo	146
new	nuevo	147
always	siempre	148
keep	guardar	149
long	largo	150
year	año	151
leave	salir	152
money	dinero	153
around	alrededor	154
name	nombre	155
place	lugar	156
ever	alguna vez	157
feel	sentir	158
guy	tipo	159
father	padre	160
old	viejo	161
which	cual	162
big	grande	163
lot	montón	164
hello	hola	165
nice	agradable	166
believe	creer	167
girl	chica	168
someone	alguien	169
fine	bien	170
thanks	gracias	171
kind	clase	172
house	casa	173
every	cada	174
ok	vale	175
through	a través	176
course	curso	177
stay	quedarse	178
dad	papá	179
enough	suficiente	180
happen	pasar	181
may	puede	182
mother	madre	183
wrong	equivocado	184
world	mundo	185
bad	malo	186
might	puede que	187
three	tres	188
today	hoy	189
listen	escuchar	190
another	otro	191
understand	entender	192
hear	oír	193
remember	recordar	194
ask	preguntar	195
own	propio	196
same	mismo	197
show	mostrar	198
else	demás	199
kill	matar	200
next	siguiente	201
care	cuidar	202
car	coche	203
son	hijo	204
try	intentar	205
woman	mujer	206
hi	hola	207
dead	muerto	208
many	muchos	209
mind	mente	210
friend	amigo	211
mom	mamá	212
morning	mañana	213
boy	chico	214
together	juntos	215
yourself	ti mismo	216
job	empleo	217
family	familia	218
real	real	219
without	sin	220
baby	bebé	221
room	habitación	222
already	ya	223
move	mover	224
most	mayoría	225
live	vivir	226
miss	extrañar	227
actually	en realidad	228
both	ambos	229
once	una vez	230
ready	listo	231
head	cabeza	232
use	usar	233
idea	idea	234
hold	sostener	235
happy	feliz	236
door	puerta	237
such	tal	238
brother	hermano	239
also	también	240
pretty	bonito	241
bit	poco	242
yet	aún	243
whole	entero	244
start	empezar	245
while	mientras	246
since	desde	247
wife	esposa	248
guess	adivinar	249
tomorrow	mañana	250
matter	importar	251
meet	conocer	252
bring	traer	253
tonight	esta noche	254
everyone	todos	255
run	correr	256
hard	difícil	257
alone	a solas	258
myself	mí mismo	259
school	escuela	260
end	fin	261
phone	teléfono	262
play	jugar	263
problem	problema	264
few	pocos	265
ago	hace	266
open	abrir	267
anyone	cualquiera	268
hope	esperanza	269
face	cara	270
until	hasta	271
lose	perder	272
police	policía	273
excuse	disculpa	274
turn	girar	275
business	negocio	276
case	caso	277
true	verdadero	278
die	morir	279
heart	corazón	280
soon	pronto	281
each	cada uno	282
worry	preocuparse	283
later	luego	284
watch	observar	285
music	música	286
hand	mano	287
probably	probablemente	288
beautiful	hermoso	289
doctor	doctor	290
sit	sentarse	291
eat	comer	292
young	joven	293
second	segundo	294
water	agua	295
person	persona	296
part	parte	297
kid	niño	298
late	tarde	299
stuff	cosas	300
exactly	exactamente	301
under	debajo	302
death	muerte	303
minute	minuto	304
pay	pagar	305
crazy	loco	306
forget	olvidar	307
everybody	todo el mundo	308
change	cambiar	309
five	cinco	310
drink	beber	311
far	lejano	312
its	su	313
whatever	lo que sea	314
eye	ojo	315
shut	cerrar	316
hit	golpear	317
easy	fácil	318
check	revisar	319
deal	trato	320
different	diferente	321
means	medio	322
point	punto	323
inside	dentro	324
somebody	alguien	325
mine	mío	326
body	cuerpo	327
afraid	asustado	328
sleep	dormir	329
chance	oportunidad	330
dear	querido	331
quite	bastante	332
four	cuatro	333
anyway	de todos modos	334
close	cerrar	335
party	fiesta	336
fun	diversión	337
against	contra	338
word	palabra	339
important	importante	340
set	conjunto	341
shall	deberá	342
story	historia	343
number	número	344
daughter	hija	345
least	menos	346
hurt	doler	347
wish	desear	348
moment	momento	349
fight	pelear	350
week	semana	351
husband	esposo	352
rest	descanso	353
marry	casarse	354
fire	fuego	355
game	juego	356
nobody	nadie	357
child	niño	358
side	lado	359
stand	estar de pie	360
read	leer	361
though	aunque	362
cut	cortar	363
sister	hermana	364
suppose	suponer	365
between	entre	366
hour	hora	367
speak	hablar	368
behind	detrás	369
almost	casi	370
truth	verdad	371
blood	sangre	372
able	capaz	373
lady	señora	374
anymore	ya no	375
shot	disparo	376
reason	razón	377
trouble	lío	378
break	romper	379
war	guerra	380
city	ciudad	381
walk	caminar	382
town	pueblo	383
trust	confiar	384
office	oficina	385
question	pregunta	386
welcome	bienvenido	387
high	alto	388
wow	guau	389
couple	pareja	390
half	mitad	391
cool	guay	392
free	libre	393
either	tampoco	394
seem	parecer	395
power	poder	396
whoa	vaya	397
bye	adiós	398
buy	comprar	399
honey	cariño	400
front	frente	401
team	equipo	402
answer	respuesta	403
gun	pistola	404
line	línea	405
send	enviar	406
news	noticias	407
stupid	estúpido	408
bed	cama	409
hurry	prisa	410
full	lleno	411
month	mes	412
save	salvar	413
sometime	algún día	414
become	convertirse	415
along	junto	416
hate	odiar	417
food	comida	418
outside	afuera	419
light	luz	420
dog	perro	421
country	país	422
clear	claro	423
order	orden	424
fact	hecho	425
lord	señor	426
captain	capitán	427
six	seis	428
hot	caliente	429
funny	divertido	430
black	negro	431
alive	vivo	432
pick	elegir	433
cause	causa	434
ahead	adelante	435
king	rey	436
plan	plan	437
dinner	cena	438
sigh	suspiro	439
sort	especie	440
boss	jefe	441
alright	de acuerdo	442
promise	prometer	443
safe	a salvo	444
book	libro	445
white	blanco	446
anybody	cualquiera	447
small	pequeño	448
perfect	perfecto	449
special	especial	450
parent	progenitor	451
himself	sí mismo	452
perhaps	acaso	453
sound	sonido	454
serious	serio	455
sick	enfermo	456
company	compañía	457
scare	asustar	458
uncle	tío	459
poor	pobre	460
red	rojo	461
past	pasado	462
earth	tierra	463
possible	posible	464
shoot	disparar	465
touch	tocar	466
top	cima	467
laugh	reír	468
win	ganar	469
glad	contento	470
control	control	471
human	humano	472
drive	conducir	473
hair	pelo	474
luck	suerte	475
murder	asesinato	476
air	aire	477
ten	diez	478
daddy	papi	479
finally	finalmente	480
chuckle	risita	481
fast	rápido	482
cold	frío	483
hospital	hospital	484
street	calle	485
hang	colgar	486
dance	bailar	487
till	hasta	488
catch	atrapar	489
follow	seguir	490
sense	sentido	491
sex	sexo	492
lie	mentira	493
master	maestro	494

# --- Phrases -----------------------------------------------------------------
#
# Multi-word entries. The extension matches the longest one that fits, so
# "a lot of" wins over the "a" entry that starts in the same place, and it
# lemmatizes only the head: "gave up" and "gives up" both reach "give up",
# which is where English phrases carry their inflection.
#
# The target side is still one base form, as it is for single words — "give up"
# is "rendirse", never "se rindió". Phase 4 is what fixes that.
of course	por supuesto	38
come on	vamos	44
all right	está bien	52
thank you	gracias	58
a little	un poco	66
right now	ahora mismo	74
a lot of	muchos	82
no one	nadie	90
at all	en absoluto	98
at least	al menos	106
as well	también	114
too much	demasiado	122
so much	tanto	130
how much	cuánto	138
how many	cuántos	146
a few	unos pocos	154
in fact	de hecho	162
for example	por ejemplo	170
by the way	por cierto	178
excuse me	disculpe	186
go ahead	adelante	194
find out	averiguar	202
come back	volver	210
give up	rendirse	218
look for	buscar	226
make sure	asegurarse	234
get up	levantarse	242
wake up	despertar	250
sit down	sentarse	258
shut up	callarse	266
go out	salir	274
take care	cuidar	282
so far	hasta ahora	290
at first	al principio	298
over there	allí	306
once again	otra vez	314
no longer	ya no	322
more or less	más o menos	330
as soon as	tan pronto como	338
as long as	mientras	346
as well as	así como	354
in front of	delante de	362
point of view	punto de vista	370
these days	hoy en día	378
at the same time	al mismo tiempo	386
