abdomen	abdómenes	N;MASC;PL
abdominal	abdominales	N;MASC;PL
abdominales	abdominales	N;MASC;PL
abeja	abejas	N;FEM;PL
abertura	aberturas	N;FEM;PL
abierto	abiertos	N;MASC;PL
abismo	abismos	N;MASC;PL
abogacía	abogacías	N;FEM;PL
abogada	abogadas	N;FEM;PL
abogada	abogados	N;MASC;PL
abogado	abogadas	N;FEM;PL
abogado	abogados	N;MASC;PL
abominación	abominaciones	N;FEM;PL
abono	abonos	N;MASC;PL
abordaje	abordajes	N;MASC;PL
abordar	aborda	V;IND;PRS;3;SG
abordar	abordaba	V;IND;PST;IPFV;3;SG
abordar	abordada	V;V.PTCP;PST;FEM;SG
abordar	abordadas	V;V.PTCP;PST;FEM;PL
abordar	abordado	V;V.PTCP;PST;MASC;SG
abordar	abordados	V;V.PTCP;PST;MASC;PL
abordar	abordando	V;V.CVB;PRS
abordar	abordará	V;IND;FUT;3;SG
abordar	abordándola	V;V.CVB;PRS;ACC;PRO;3;SG
abordar	abordándolas	V;V.CVB;PRS;ACC;PRO;3;PL
abordar	abordándole	V;V.CVB;PRS;DAT;PRO;3;SG
abordar	abordándoles	V;V.CVB;PRS;DAT;PRO;3;PL
abordar	abordándolo	V;V.CVB;PRS;ACC;PRO;3;SG
abordar	abordándolos	V;V.CVB;PRS;ACC;PRO;3;PL
abordar	abordándome	V;V.CVB;PRS;ACC;PRO;1;SG
abordar	abordándome	V;V.CVB;PRS;DAT;PRO;1;SG
abordar	abordándonos	V;V.CVB;PRS;ACC;PRO;1;PL
abordar	abordándonos	V;V.CVB;PRS;DAT;PRO;1;PL
abordar	abordándoos	V;V.CVB;PRS;ACC;PRO;2;PL
abordar	abordándoos	V;V.CVB;PRS;DAT;PRO;2;PL
abordar	abordándose	V;V.CVB;PRS;ACC;PRO;3;PL
abordar	abordándose	V;V.CVB;PRS;ACC;PRO;3;SG
abordar	abordándose	V;V.CVB;PRS;DAT;PRO;3;PL
abordar	abordándose	V;V.CVB;PRS;DAT;PRO;3;SG
abordar	abordándote	V;V.CVB;PRS;ACC;PRO;2;SG
abordar	abordándote	V;V.CVB;PRS;DAT;PRO;2;SG
abordar	abordó	V;IND;PST;PFV;3;SG
abordo	abordos	N;MASC;PL
abortar	aborta	V;IND;PRS;3;SG
abortar	abortaba	V;IND;PST;IPFV;3;SG
abortar	abortada	V;V.PTCP;PST;FEM;SG
abortar	abortadas	V;V.PTCP;PST;FEM;PL
abortar	abortado	V;V.PTCP;PST;MASC;SG
abortar	abortados	V;V.PTCP;PST;MASC;PL
abortar	abortando	V;V.CVB;PRS
abortar	abortará	V;IND;FUT;3;SG
abortar	abortándola	V;V.CVB;PRS;ACC;PRO;3;SG
abortar	abortándolas	V;V.CVB;PRS;ACC;PRO;3;PL
abortar	abortándole	V;V.CVB;PRS;DAT;PRO;3;SG
abortar	abortándoles	V;V.CVB;PRS;DAT;PRO;3;PL
abortar	abortándolo	V;V.CVB;PRS;ACC;PRO;3;SG
abortar	abortándolos	V;V.CVB;PRS;ACC;PRO;3;PL
abortar	abortándome	V;V.CVB;PRS;ACC;PRO;1;SG
abortar	abortándome	V;V.CVB;PRS;DAT;PRO;1;SG
abortar	abortándonos	V;V.CVB;PRS;ACC;PRO;1;PL
abortar	abortándonos	V;V.CVB;PRS;DAT;PRO;1;PL
abortar	abortándoos	V;V.CVB;PRS;ACC;PRO;2;PL
abortar	abortándoos	V;V.CVB;PRS;DAT;PRO;2;PL
abortar	abortándose	V;V.CVB;PRS;ACC;PRO;3;PL
abortar	abortándose	V;V.CVB;PRS;ACC;PRO;3;SG
abortar	abortándose	V;V.CVB;PRS;DAT;PRO;3;PL
abortar	abortándose	V;V.CVB;PRS;DAT;PRO;3;SG
abortar	abortándote	V;V.CVB;PRS;ACC;PRO;2;SG
abortar	abortándote	V;V.CVB;PRS;DAT;PRO;2;SG
abortar	abortó	V;IND;PST;PFV;3;SG
aborto	abortos	N;MASC;PL
abra	abras	N;FEM;PL
abrazar	abraza	V;IND;PRS;3;SG
abrazar	abrazaba	V;IND;PST;IPFV;3;SG
abrazar	abrazada	V;V.PTCP;PST;FEM;SG
abrazar	abrazadas	V;V.PTCP;PST;FEM;PL
abrazar	abrazado	V;V.PTCP;PST;MASC;SG
abrazar	abrazados	V;V.PTCP;PST;MASC;PL
abrazar	abrazando	V;V.CVB;PRS
abrazar	abrazará	V;IND;FUT;3;SG
abrazar	abrazándola	V;V.CVB;PRS;ACC;PRO;3;SG
abrazar	abrazándolas	V;V.CVB;PRS;ACC;PRO;3;PL
abrazar	abrazándole	V;V.CVB;PRS;DAT;PRO;3;SG
abrazar	abrazándoles	V;V.CVB;PRS;DAT;PRO;3;PL
abrazar	abrazándolo	V;V.CVB;PRS;ACC;PRO;3;SG
abrazar	abrazándolos	V;V.CVB;PRS;ACC;PRO;3;PL
abrazar	abrazándome	V;V.CVB;PRS;ACC;PRO;1;SG
abrazar	abrazándome	V;V.CVB;PRS;DAT;PRO;1;SG
abrazar	abrazándonos	V;V.CVB;PRS;ACC;PRO;1;PL
abrazar	abrazándonos	V;V.CVB;PRS;DAT;PRO;1;PL
abrazar	abrazándoos	V;V.CVB;PRS;ACC;PRO;2;PL
abrazar	abrazándoos	V;V.CVB;PRS;DAT;PRO;2;PL
abrazar	abrazándose	V;V.CVB;PRS;ACC;PRO;3;PL
abrazar	abrazándose	V;V.CVB;PRS;ACC;PRO;3;SG
abrazar	abrazándose	V;V.CVB;PRS;DAT;PRO;3;PL
abrazar	abrazándose	V;V.CVB;PRS;DAT;PRO;3;SG
abrazar	abrazándote	V;V.CVB;PRS;ACC;PRO;2;SG
abrazar	abrazándote	V;V.CVB;PRS;DAT;PRO;2;SG
abrazar	abrazó	V;IND;PST;PFV;3;SG
abrazo	abrazos	N;MASC;PL
abrigo	abrigos	N;MASC;PL
abril	abriles	N;MASC;PL
abrir	abierta	V;V.PTCP;PST;FEM;SG
abrir	abiertas	V;V.PTCP;PST;FEM;PL
abrir	abierto	V;V.PTCP;PST;MASC;SG
abrir	abiertos	V;V.PTCP;PST;MASC;PL
abrir	abre	V;IND;PRS;3;SG
abrir	abriendo	V;V.CVB;PRS
abrir	abrires	N;MASC;PL
abrir	abrirá	V;IND;FUT;3;SG
abrir	abriéndola	V;V.CVB;PRS;ACC;PRO;3;SG
abrir	abriéndolas	V;V.CVB;PRS;ACC;PRO;3;PL
abrir	abriéndole	V;V.CVB;PRS;DAT;PRO;3;SG
abrir	abriéndoles	V;V.CVB;PRS;DAT;PRO;3;PL
abrir	abriéndolo	V;V.CVB;PRS;ACC;PRO;3;SG
abrir	abriéndolos	V;V.CVB;PRS;ACC;PRO;3;PL
abrir	abriéndome	V;V.CVB;PRS;ACC;PRO;1;SG
abrir	abriéndome	V;V.CVB;PRS;DAT;PRO;1;SG
abrir	abriéndonos	V;V.CVB;PRS;ACC;PRO;1;PL
abrir	abriéndonos	V;V.CVB;PRS;DAT;PRO;1;PL
abrir	abriéndoos	V;V.CVB;PRS;ACC;PRO;2;PL
abrir	abriéndoos	V;V.CVB;PRS;DAT;PRO;2;PL
abrir	abriéndose	V;V.CVB;PRS;ACC;PRO;3;PL
abrir	abriéndose	V;V.CVB;PRS;ACC;PRO;3;SG
abrir	abriéndose	V;V.CVB;PRS;DAT;PRO;3;PL
abrir	abriéndose	V;V.CVB;PRS;DAT;PRO;3;SG
abrir	abriéndote	V;V.CVB;PRS;ACC;PRO;2;SG
abrir	abriéndote	V;V.CVB;PRS;DAT;PRO;2;SG
abrir	abrió	V;IND;PST;PFV;3;SG
abrir	abría	V;IND;PST;IPFV;3;SG
absolución	absoluciones	N;FEM;PL
absorber	absorbe	V;IND;PRS;3;SG
absorber	absorberá	V;IND;FUT;3;SG
absorber	absorbida	V;V.PTCP;PST;FEM;SG
absorber	absorbidas	V;V.PTCP;PST;FEM;PL
absorber	absorbido	V;V.PTCP;PST;MASC;SG
absorber	absorbidos	V;V.PTCP;PST;MASC;PL
absorber	absorbiendo	V;V.CVB;PRS
absorber	absorbiéndola	V;V.CVB;PRS;ACC;PRO;3;SG
absorber	absorbiéndolas	V;V.CVB;PRS;ACC;PRO;3;PL
absorber	absorbiéndole	V;V.CVB;PRS;DAT;PRO;3;SG
absorber	absorbiéndoles	V;V.CVB;PRS;DAT;PRO;3;PL
absorber	absorbiéndolo	V;V.CVB;PRS;ACC;PRO;3;SG
absorber	absorbiéndolos	V;V.CVB;PRS;ACC;PRO;3;PL
absorber	absorbiéndome	V;V.CVB;PRS;ACC;PRO;1;SG
absorber	absorbiéndome	V;V.CVB;PRS;DAT;PRO;1;SG
absorber	absorbiéndonos	V;V.CVB;PRS;ACC;PRO;1;PL
absorber	absorbiéndonos	V;V.CVB;PRS;DAT;PRO;1;PL
absorber	absorbiéndoos	V;V.CVB;PRS;ACC;PRO;2;PL
absorber	absorbiéndoos	V;V.CVB;PRS;DAT;PRO;2;PL
absorber	absorbiéndose	V;V.CVB;PRS;ACC;PRO;3;PL
absorber	absorbiéndose	V;V.CVB;PRS;ACC;PRO;3;SG
absorber	absorbiéndose	V;V.CVB;PRS;DAT;PRO;3;PL
absorber	absorbiéndose	V;V.CVB;PRS;DAT;PRO;3;SG
absorber	absorbiéndote	V;V.CVB;PRS;ACC;PRO;2;SG
absorber	absorbiéndote	V;V.CVB;PRS;DAT;PRO;2;SG
absorber	absorbió	V;IND;PST;PFV;3;SG
absorber	absorbía	V;IND;PST;IPFV;3;SG
abstinencia	abstinencias	N;FEM;PL
abuela	abuelas	N;FEM;PL
abuela	abuelos	N;MASC;PL
abuelita	abuelitas	N;FEM;PL
abuelita	abuelitos	N;MASC;PL
abuelito	abuelitas	N;FEM;PL
abuelito	abuelitos	N;MASC;PL
abuelo	abuelas	N;FEM;PL
abuelo	abuelos	N;MASC;PL
abundancia	abundancias	N;FEM;PL
aburrimiento	aburrimientos	N;MASC;PL
abusador	abusadoras	N;FEM;PL
abusador	abusadores	N;MASC;PL
abusar	abusa	V;IND;PRS;3;SG
abusar	abusaba	V;IND;PST;IPFV;3;SG
abusar	abusada	V;V.PTCP;PST;FEM;SG
abusar	abusadas	V;V.PTCP;PST;FEM;PL
abusar	abusado	V;V.PTCP;PST;MASC;SG
abusar	abusados	V;V.PTCP;PST;MASC;PL
abusar	abusando	V;V.CVB;PRS
abusar	abusará	V;IND;FUT;3;SG
abusar	abusándola	V;V.CVB;PRS;ACC;PRO;3;SG
abusar	abusándolas	V;V.CVB;PRS;ACC;PRO;3;PL
abusar	abusándole	V;V.CVB;PRS;DAT;PRO;3;SG
abusar	abusándoles	V;V.CVB;PRS;DAT;PRO;3;PL
abusar	abusándolo	V;V.CVB;PRS;ACC;PRO;3;SG
abusar	abusándolos	V;V.CVB;PRS;ACC;PRO;3;PL
abusar	abusándome	V;V.CVB;PRS;ACC;PRO;1;SG
abusar	abusándome	V;V.CVB;PRS;DAT;PRO;1;SG
abusar	abusándonos	V;V.CVB;PRS;ACC;PRO;1;PL
abusar	abusándonos	V;V.CVB;PRS;DAT;PRO;1;PL
abusar	abusándoos	V;V.CVB;PRS;ACC;PRO;2;PL
abusar	abusándoos	V;V.CVB;PRS;DAT;PRO;2;PL
abusar	abusándose	V;V.CVB;PRS;ACC;PRO;3;PL
abusar	abusándose	V;V.CVB;PRS;ACC;PRO;3;SG
abusar	abusándose	V;V.CVB;PRS;DAT;PRO;3;PL
abusar	abusándose	V;V.CVB;PRS;DAT;PRO;3;SG
abusar	abusándote	V;V.CVB;PRS;ACC;PRO;2;SG
abusar	abusándote	V;V.CVB;PRS;DAT;PRO;2;SG
abusar	abusó	V;IND;PST;PFV;3;SG
abuso	abusos	N;MASC;PL
acabada	acabadas	N;FEM;PL
acabado	acabados	N;MASC;PL
acabar	acaba	V;IND;PRS;3;SG
acabar	acababa	V;IND;PST;IPFV;3;SG
acabar	acabada	V;V.PTCP;PST;FEM;SG
acabar	acabadas	V;V.PTCP;PST;FEM;PL
acabar	acabado	V;V.PTCP;PST;MASC;SG
acabar	acabados	V;V.PTCP;PST;MASC;PL
acabar	acabando	V;V.CVB;PRS
acabar	acabará	V;IND;FUT;3;SG
acabar	acabándola	V;V.CVB;PRS;ACC;PRO;3;SG
acabar	acabándolas	V;V.CVB;PRS;ACC;PRO;3;PL
acabar	acabándole	V;V.CVB;PRS;DAT;PRO;3;SG
acabar	acabándoles	V;V.CVB;PRS;DAT;PRO;3;PL
acabar	acabándolo	V;V.CVB;PRS;ACC;PRO;3;SG
acabar	acabándolos	V;V.CVB;PRS;ACC;PRO;3;PL
acabar	acabándome	V;V.CVB;PRS;ACC;PRO;1;SG
acabar	acabándome	V;V.CVB;PRS;DAT;PRO;1;SG
acabar	acabándonos	V;V.CVB;PRS;ACC;PRO;1;PL
acabar	acabándonos	V;V.CVB;PRS;DAT;PRO;1;PL
acabar	acabándoos	V;V.CVB;PRS;ACC;PRO;2;PL
acabar	acabándoos	V;V.CVB;PRS;DAT;PRO;2;PL
acabar	acabándose	V;V.CVB;PRS;ACC;PRO;3;PL
acabar	acabándose	V;V.CVB;PRS;ACC;PRO;3;SG
acabar	acabándose	V;V.CVB;PRS;DAT;PRO;3;PL
acabar	acabándose	V;V.CVB;PRS;DAT;PRO;3;SG
acabar	acabándote	V;V.CVB;PRS;ACC;PRO;2;SG
acabar	acabándote	V;V.CVB;PRS;DAT;PRO;2;SG
acabar	acabó	V;IND;PST;PFV;3;SG
academia	academias	N;FEM;PL
académico	académicas	N;FEM;PL
académico	académicos	N;MASC;PL
acampada	acampadas	N;FEM;PL
acampar	acampa	V;IND;PRS;3;SG
acampar	acampaba	V;IND;PST;IPFV;3;SG
acampar	acampada	V;V.PTCP;PST;FEM;SG
acampar	acampadas	V;V.PTCP;PST;FEM;PL
acampar	acampado	V;V.PTCP;PST;MASC;SG
acampar	acampados	V;V.PTCP;PST;MASC;PL
acampar	acampando	V;V.CVB;PRS
acampar	acampará	V;IND;FUT;3;SG
acampar	acampándola	V;V.CVB;PRS;ACC;PRO;3;SG
acampar	acampándolas	V;V.CVB;PRS;ACC;PRO;3;PL
acampar	acampándole	V;V.CVB;PRS;DAT;PRO;3;SG
acampar	acampándoles	V;V.CVB;PRS;DAT;PRO;3;PL
acampar	acampándolo	V;V.CVB;PRS;ACC;PRO;3;SG
acampar	acampándolos	V;V.CVB;PRS;ACC;PRO;3;PL
acampar	acampándome	V;V.CVB;PRS;ACC;PRO;1;SG
acampar	acampándome	V;V.CVB;PRS;DAT;PRO;1;SG
acampar	acampándonos	V;V.CVB;PRS;ACC;PRO;1;PL
acampar	acampándonos	V;V.CVB;PRS;DAT;PRO;1;PL
acampar	acampándoos	V;V.CVB;PRS;ACC;PRO;2;PL
acampar	acampándoos	V;V.CVB;PRS;DAT;PRO;2;PL
acampar	acampándose	V;V.CVB;PRS;ACC;PRO;3;PL
acampar	acampándose	V;V.CVB;PRS;ACC;PRO;3;SG
acampar	acampándose	V;V.CVB;PRS;DAT;PRO;3;PL
acampar	acampándose	V;V.CVB;PRS;DAT;PRO;3;SG
acampar	acampándote	V;V.CVB;PRS;ACC;PRO;2;SG
acampar	acampándote	V;V.CVB;PRS;DAT;PRO;2;SG
acampar	acampó	V;IND;PST;PFV;3;SG
acantilado	acantilados	N;MASC;PL
acariciar	acaricia	V;IND;PRS;3;SG
acariciar	acariciaba	V;IND;PST;IPFV;3;SG
acariciar	acariciada	V;V.PTCP;PST;FEM;SG
acariciar	acariciadas	V;V.PTCP;PST;FEM;PL
acariciar	acariciado	V;V.PTCP;PST;MASC;SG
acariciar	acariciados	V;V.PTCP;PST;MASC;PL
acariciar	acariciando	V;V.CVB;PRS
acariciar	acariciará	V;IND;FUT;3;SG
acariciar	acariciándola	V;V.CVB;PRS;ACC;PRO;3;SG
acariciar	acariciándolas	V;V.CVB;PRS;ACC;PRO;3;PL
acariciar	acariciándole	V;V.CVB;PRS;DAT;PRO;3;SG
acariciar	acariciándoles	V;V.CVB;PRS;DAT;PRO;3;PL
acariciar	acariciándolo	V;V.CVB;PRS;ACC;PRO;3;SG
acariciar	acariciándolos	V;V.CVB;PRS;ACC;PRO;3;PL
acariciar	acariciándome	V;V.CVB;PRS;ACC;PRO;1;SG
acariciar	acariciándome	V;V.CVB;PRS;DAT;PRO;1;SG
acariciar	acariciándonos	V;V.CVB;PRS;ACC;PRO;1;PL
acariciar	acariciándonos	V;V.CVB;PRS;DAT;PRO;1;PL
acariciar	acariciándoos	V;V.CVB;PRS;ACC;PRO;2;PL
acariciar	acariciándoos	V;V.CVB;PRS;DAT;PRO;2;PL
acariciar	acariciándose	V;V.CVB;PRS;ACC;PRO;3;PL
acariciar	acariciándose	V;V.CVB;PRS;ACC;PRO;3;SG
acariciar	acariciándose	V;V.CVB;PRS;DAT;PRO;3;PL
acariciar	acariciándose	V;V.CVB;PRS;DAT;PRO;3;SG
acariciar	acariciándote	V;V.CVB;PRS;ACC;PRO;2;SG
acariciar	acariciándote	V;V.CVB;PRS;DAT;PRO;2;SG
acariciar	acarició	V;IND;PST;PFV;3;SG
acceder	accede	V;IND;PRS;3;SG
acceder	accederá	V;IND;FUT;3;SG
acceder	accedida	V;V.PTCP;PST;FEM;SG
acceder	accedidas	V;V.PTCP;PST;FEM;PL
acceder	accedido	V;V.PTCP;PST;MASC;SG
acceder	accedidos	V;V.PTCP;PST;MASC;PL
acceder	accediendo	V;V.CVB;PRS
acceder	accediéndola	V;V.CVB;PRS;ACC;PRO;3;SG
acceder	accediéndolas	V;V.CVB;PRS;ACC;PRO;3;PL
acceder	accediéndole	V;V.CVB;PRS;DAT;PRO;3;SG
acceder	accediéndoles	V;V.CVB;PRS;DAT;PRO;3;PL
acceder	accediéndolo	V;V.CVB;PRS;ACC;PRO;3;SG
acceder	accediéndolos	V;V.CVB;PRS;ACC;PRO;3;PL
acceder	accediéndome	V;V.CVB;PRS;ACC;PRO;1;SG
acceder	accediéndome	V;V.CVB;PRS;DAT;PRO;1;SG
acceder	accediéndonos	V;V.CVB;PRS;ACC;PRO;1;PL
acceder	accediéndonos	V;V.CVB;PRS;DAT;PRO;1;PL
acceder	accediéndoos	V;V.CVB;PRS;ACC;PRO;2;PL
acceder	accediéndoos	V;V.CVB;PRS;DAT;PRO;2;PL
acceder	accediéndose	V;V.CVB;PRS;ACC;PRO;3;PL
acceder	accediéndose	V;V.CVB;PRS;ACC;PRO;3;SG
acceder	accediéndose	V;V.CVB;PRS;DAT;PRO;3;PL
acceder	accediéndose	V;V.CVB;PRS;DAT;PRO;3;SG
acceder	accediéndote	V;V.CVB;PRS;ACC;PRO;2;SG
acceder	accediéndote	V;V.CVB;PRS;DAT;PRO;2;SG
acceder	accedió	V;IND;PST;PFV;3;SG
acceder	accedía	V;IND;PST;IPFV;3;SG
acceso	accesos	N;MASC;PL
accesorio	accesorios	N;MASC;PL
accidental	accidentales	N;MASC;PL
accidente	accidentes	N;MASC;PL
accionista	accionistas	N;MASC+FEM;PL
acción	acciones	N;FEM;PL
ace	aces	N;MASC;PL
acecho	acechos	N;MASC;PL
aceite	aceites	N;MASC;PL
aceleración	aceleraciones	N;FEM;PL
acelerador	aceleradores	N;MASC;PL
acelerar	acelera	V;IND;PRS;3;SG
acelerar	aceleraba	V;IND;PST;IPFV;3;SG
acelerar	acelerada	V;V.PTCP;PST;FEM;SG
acelerar	aceleradas	V;V.PTCP;PST;FEM;PL
acelerar	acelerado	V;V.PTCP;PST;MASC;SG
acelerar	acelerados	V;V.PTCP;PST;MASC;PL
acelerar	acelerando	V;V.CVB;PRS
acelerar	acelerará	V;IND;FUT;3;SG
acelerar	acelerándola	V;V.CVB;PRS;ACC;PRO;3;SG
acelerar	acelerándolas	V;V.CVB;PRS;ACC;PRO;3;PL
acelerar	acelerándole	V;V.CVB;PRS;DAT;PRO;3;SG
acelerar	acelerándoles	V;V.CVB;PRS;DAT;PRO;3;PL
acelerar	acelerándolo	V;V.CVB;PRS;ACC;PRO;3;SG
acelerar	acelerándolos	V;V.CVB;PRS;ACC;PRO;3;PL
acelerar	acelerándome	V;V.CVB;PRS;ACC;PRO;1;SG
acelerar	acelerándome	V;V.CVB;PRS;DAT;PRO;1;SG
acelerar	acelerándonos	V;V.CVB;PRS;ACC;PRO;1;PL
acelerar	acelerándonos	V;V.CVB;PRS;DAT;PRO;1;PL
acelerar	acelerándoos	V;V.CVB;PRS;ACC;PRO;2;PL
acelerar	acelerándoos	V;V.CVB;PRS;DAT;PRO;2;PL
acelerar	acelerándose	V;V.CVB;PRS;ACC;PRO;3;PL
acelerar	acelerándose	V;V.CVB;PRS;ACC;PRO;3;SG
acelerar	acelerándose	V;V.CVB;PRS;DAT;PRO;3;PL
acelerar	acelerándose	V;V.CVB;PRS;DAT;PRO;3;SG
acelerar	acelerándote	V;V.CVB;PRS;ACC;PRO;2;SG
acelerar	acelerándote	V;V.CVB;PRS;DAT;PRO;2;SG
acelerar	aceleró	V;IND;PST;PFV;3;SG
acento	acentos	N;MASC;PL
aceptación	aceptaciones	N;FEM;PL
acera	aceras	N;FEM;PL
acercamiento	acercamientos	N;MASC;PL
acercar	acerca	V;IND;PRS;3;SG
acercar	acercaba	V;IND;PST;IPFV;3;SG
acercar	acercada	V;V.PTCP;PST;FEM;SG
acercar	acercadas	V;V.PTCP;PST;FEM;PL
acercar	acercado	V;V.PTCP;PST;MASC;SG
acercar	acercados	V;V.PTCP;PST;MASC;PL
acercar	acercando	V;V.CVB;PRS
acercar	acercará	V;IND;FUT;3;SG
acercar	acercándola	V;V.CVB;PRS;ACC;PRO;3;SG
acercar	acercándolas	V;V.CVB;PRS;ACC;PRO;3;PL
acercar	acercándole	V;V.CVB;PRS;DAT;PRO;3;SG
acercar	acercándoles	V;V.CVB;PRS;DAT;PRO;3;PL
acercar	acercándolo	V;V.CVB;PRS;ACC;PRO;3;SG
acercar	acercándolos	V;V.CVB;PRS;ACC;PRO;3;PL
acercar	acercándome	V;V.CVB;PRS;ACC;PRO;1;SG
acercar	acercándome	V;V.CVB;PRS;DAT;PRO;1;SG
acercar	acercándonos	V;V.CVB;PRS;ACC;PRO;1;PL
acercar	acercándonos	V;V.CVB;PRS;DAT;PRO;1;PL
acercar	acercándoos	V;V.CVB;PRS;ACC;PRO;2;PL
acercar	acercándoos	V;V.CVB;PRS;DAT;PRO;2;PL
acercar	acercándose	V;V.CVB;PRS;ACC;PRO;3;PL
acercar	acercándose	V;V.CVB;PRS;ACC;PRO;3;SG
acercar	acercándose	V;V.CVB;PRS;DAT;PRO;3;PL
acercar	acercándose	V;V.CVB;PRS;DAT;PRO;3;SG
acercar	acercándote	V;V.CVB;PRS;ACC;PRO;2;SG
acercar	acercándote	V;V.CVB;PRS;DAT;PRO;2;SG
acercar	acercó	V;IND;PST;PFV;3;SG
acero	aceros	N;MASC;PL
acertar	acertaba	V;IND;PST;IPFV;3;SG
acertar	acertada	V;V.PTCP;PST;FEM;SG
acertar	acertadas	V;V.PTCP;PST;FEM;PL
acertar	acertado	V;V.PTCP;PST;MASC;SG
acertar	acertados	V;V.PTCP;PST;MASC;PL
acertar	acertando	V;V.CVB;PRS
acertar	acertará	V;IND;FUT;3;SG
acertar	acertándola	V;V.CVB;PRS;ACC;PRO;3;SG
acertar	acertándolas	V;V.CVB;PRS;ACC;PRO;3;PL
acertar	acertándole	V;V.CVB;PRS;DAT;PRO;3;SG
acertar	acertándoles	V;V.CVB;PRS;DAT;PRO;3;PL
acertar	acertándolo	V;V.CVB;PRS;ACC;PRO;3;SG
acertar	acertándolos	V;V.CVB;PRS;ACC;PRO;3;PL
acertar	acertándome	V;V.CVB;PRS;ACC;PRO;1;SG
acertar	acertándome	V;V.CVB;PRS;DAT;PRO;1;SG
acertar	acertándonos	V;V.CVB;PRS;ACC;PRO;1;PL
acertar	acertándonos	V;V.CVB;PRS;DAT;PRO;1;PL
acertar	acertándoos	V;V.CVB;PRS;ACC;PRO;2;PL
acertar	acertándoos	V;V.CVB;PRS;DAT;PRO;2;PL
acertar	acertándose	V;V.CVB;PRS;ACC;PRO;3;PL
acertar	acertándose	V;V.CVB;PRS;ACC;PRO;3;SG
acertar	acertándose	V;V.CVB;PRS;DAT;PRO;3;PL
acertar	acertándose	V;V.CVB;PRS;DAT;PRO;3;SG
acertar	acertándote	V;V.CVB;PRS;ACC;PRO;2;SG
acertar	acertándote	V;V.CVB;PRS;DAT;PRO;2;SG
acertar	acertó	V;IND;PST;PFV;3;SG
acertar	acierta	V;IND;PRS;3;SG
acertijo	acertijos	N;MASC;PL
acidez	acideces	N;FEM;PL
acierto	aciertos	N;MASC;PL
aclarado	aclarados	N;MASC;PL
aclarar	aclara	V;IND;PRS;3;SG
aclarar	aclaraba	V;IND;PST;IPFV;3;SG
aclarar	aclarada	V;V.PTCP;PST;FEM;SG
aclarar	aclaradas	V;V.PTCP;PST;FEM;PL
aclarar	aclarado	V;V.PTCP;PST;MASC;SG
aclarar	aclarados	V;V.PTCP;PST;MASC;PL
aclarar	aclarando	V;V.CVB;PRS
aclarar	aclarará	V;IND;FUT;3;SG
aclarar	aclarándola	V;V.CVB;PRS;ACC;PRO;3;SG
aclarar	aclarándolas	V;V.CVB;PRS;ACC;PRO;3;PL
aclarar	aclarándole	V;V.CVB;PRS;DAT;PRO;3;SG
aclarar	aclarándoles	V;V.CVB;PRS;DAT;PRO;3;PL
aclarar	aclarándolo	V;V.CVB;PRS;ACC;PRO;3;SG
aclarar	aclarándolos	V;V.CVB;PRS;ACC;PRO;3;PL
aclarar	aclarándome	V;V.CVB;PRS;ACC;PRO;1;SG
aclarar	aclarándome	V;V.CVB;PRS;DAT;PRO;1;SG
aclarar	aclarándonos	V;V.CVB;PRS;ACC;PRO;1;PL
